District Name,Mandal Name,School code,School Name,Enrol,"Now
proposed to
release 100%
amount","General
component
(2202-01-001-15-05-500-503)","SC
component
(2202-01-789-15-05-500-503)","ST
component
(2202-01-796-15-05-500-503)"
JAGITIAL,MALLAPUR,36060201904,ZPHS MUTHYAMPET,33,25000,18000,4250,2750
JAGITIAL,MALLAPUR,36060202001,MPPS CHITTAPUR,94,25000,18000,4250,2750
JAGITIAL,MALLAPUR,36060202003,ZPHS CHITTAPUR,91,25000,18000,4250,2750
JAGITIAL,MALLAPUR,36060202101,MPPS SATHRAM,142,50000,36000,8500,5500
JAGITIAL,MALLAPUR,36060202102,ZPHS SATHRAM,139,50000,36000,8500,5500
JAGITIAL,MALLIAL,36061500102,MPPS RAMPUR,54,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061500103,ZPHS RAMPUR,24,10000,7200,1700,1100
JAGITIAL,MALLIAL,36061500201,MPPS OBULAPUR,66,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061500202,ZPHS OBULAPUR,40,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061500401,MPPS MADDUTLA,28,10000,7200,1700,1100
JAGITIAL,MALLIAL,36061500501,MPPS GOLLAPALLE,19,10000,7200,1700,1100
JAGITIAL,MALLIAL,36061500503,MPPS POTHARAM,44,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061500504,ZPHS POTHARAM,35,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061500601,MPUPS RAJARAM,73,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061500701,MPPS NOOKAPALLE,49,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061500702,MPPS RAMANNAPET,33,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061500706,ZPHS RAMANNAPET,109,50000,36000,8500,5500
JAGITIAL,MALLIAL,36061500707,ZPHS NOOKAPALLE,26,10000,7200,1700,1100
JAGITIAL,MALLIAL,36061500801,MPPS MALLIAL,70,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061500802,MPPS KOTHAPETA,35,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061500804,MPPS SC COL MUTHYAMPET,16,10000,7200,1700,1100
JAGITIAL,MALLIAL,36061500811,ZPHS MALLIAL,144,50000,36000,8500,5500
JAGITIAL,MALLIAL,36061500812,ZPHS (G) MALLIAL,127,50000,36000,8500,5500
JAGITIAL,MALLIAL,36061500819,MPPS (OC) MALLIAL,27,10000,7200,1700,1100
JAGITIAL,MALLIAL,36061500824,KGBV MALLIAL,243,50000,36000,8500,5500
JAGITIAL,MALLIAL,36061500825,"GOVT. JRC, MALLIAL",228,50000,36000,8500,5500
JAGITIAL,MALLIAL,36061500901,MPUPS MANALA,55,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061501001,MPUPS MYADAMPALLE,80,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061501101,MPPS THAKKALAPALLE,76,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061501102,MPPS BUDIGAJUNGAMPALY,35,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061501103,MPUPS LAMBADIPALLY,102,50000,36000,8500,5500
JAGITIAL,MALLIAL,36061501105,ZPHS THAKKALLALPALLY,135,50000,36000,8500,5500
JAGITIAL,MALLIAL,36061501202,MPPS THATIPALLY,32,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061501204,ZPHS THATIPALLE,132,50000,36000,8500,5500
JAGITIAL,MALLIAL,36061501302,MPPS SARVAPUR,36,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061501401,MPPS (HILLS) KONDAGATTU,62,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061501405,MPPS MUTHYAMPETA,54,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061501406,ZPHS MUTHYAMPETA,62,25000,18000,4250,2750
JAGITIAL,MALLIAL,36061501501,MPPS BALWANTHAPUR,20,10000,7200,1700,1100
JAGITIAL,MALLIAL,36061501502,MPPS KASHINAGAR,30,10000,7200,1700,1100
JAGITIAL,MALLIAL,36061501503,ZPHS BALWANTHAPUR,85,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061000101,MPPS KATLAKUNTA,52,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061000102,MPPS KATLAKUNTA (SC COLONY),48,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061000104,ZPHS KATLAKUNTA,153,50000,36000,8500,5500
JAGITIAL,MEDIPALLY,36061000201,MPPS PORUMALLA,143,50000,36000,8500,5500
JAGITIAL,MEDIPALLY,36061000202,MPPS GUNDLAPALLY,13,10000,7200,1700,1100
JAGITIAL,MEDIPALLY,36061000205,ZPHS PORUMALLA,85,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061000301,MPPS THOMBARRAOPET,78,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061000401,MPPS MEDIPALLY,103,50000,36000,8500,5500
JAGITIAL,MEDIPALLY,36061000405,ZPHS MEDIPALLY,81,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061000413,KGBV MEDIPALLY,282,75000,54000,12750,8250
JAGITIAL,MEDIPALLY,36061000418,TGMS MEDIPALLY,602,75000,54000,12750,8250
JAGITIAL,MEDIPALLY,36061000501,MPPS KONDAPUR,134,50000,36000,8500,5500
JAGITIAL,MEDIPALLY,36061000503,MPPS KONDAPUR (DPEP),22,10000,7200,1700,1100
JAGITIAL,MEDIPALLY,36061000504,MPPS BC VILAYATHABAD,32,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061000507,ZPHS KONDAPUR,214,50000,36000,8500,5500
JAGITIAL,MEDIPALLY,36061000601,MPPS VALLAMPALLY,79,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061000603,MPUPS MACHAPUR,37,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061000604,ZPHS VALLAMPALLY,129,50000,36000,8500,5500
JAGITIAL,MEDIPALLY,36061000801,MPPS DHAMMANNAPET,74,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061000802,ZPHS DHAMMANNAPET,100,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061000901,MPPS KALVAKOTA,101,50000,36000,8500,5500
JAGITIAL,MEDIPALLY,36061000904,ZPHS KALVAKOTA,91,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36061001101,MPPS KACHARAM (SC COLONY),11,10000,7200,1700,1100
JAGITIAL,MEDIPALLY,36061001102,MPUPS KACHARAM,35,25000,18000,4250,2750
JAGITIAL,MEDIPALLY,36064102108,GOVERNMENT JUNIOR COLLEGE MEDIPALLY,138,50000,36000,8500,5500
JAGITIAL,METPALLY,36061200105,ZPHS RAJESHWAR RAO PET,73,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200201,MPPS BANDALINGAPUR,50,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200202,MPPS CHERLAKONDAPUR,17,10000,7200,1700,1100
JAGITIAL,METPALLY,36061200203,MPPS BANDALINGAPUR(OC),11,10000,7200,1700,1100
JAGITIAL,METPALLY,36061200204,MPPS BANDALINGAPUR(SC COLONY),27,10000,7200,1700,1100
JAGITIAL,METPALLY,36061200205,MPPS SATHAKKAPALLY,33,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200208,ZPHS BANDALINGAPUR,116,50000,36000,8500,5500
JAGITIAL,METPALLY,36061200209,ZPHS SATHAKKAPALLY,52,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200211,MPPS RAJESHWARRAOPET,59,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200301,MPPS MAIDIPALLY,50,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200303,ZPHS MAIDIPALLY,39,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200401,MPPS RAMARAOPALLY,21,10000,7200,1700,1100
JAGITIAL,METPALLY,36061200403,MPUPS PEDDAPUR,15,10000,7200,1700,1100
JAGITIAL,METPALLY,36061200501,MPUPS VENKATRAOPET,43,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200601,MPPS VEMPET,32,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200602,MPUPS CHINTALPET,54,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200603,MPPS VITTAMPET,51,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200605,ZPHS VEMPET,70,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200702,MPUPS CHOWLAMADDI,50,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200703,MPUPS AREPET,58,25000,18000,4250,2750
JAGITIAL,METPALLY,36061200801,MPPS VELLULLA,109,50000,36000,8500,5500
JAGITIAL,METPALLY,36061200802,ZPHS VELLULLA,152,50000,36000,8500,5500
JAGITIAL,METPALLY,36061201101,ZPHS VITTAMPET,54,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201202,MPPS METLACHITTAPUR,42,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201204,ZPHS METLACHITTAPUR,42,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201301,MPPS VADDERA CLNY,11,10000,7200,1700,1100
JAGITIAL,METPALLY,36061201302,MPPS JAGGASAGAR,56,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201304,ZPHS JAGGASAGAR,130,50000,36000,8500,5500
JAGITIAL,METPALLY,36061201402,MPPS ATHMANAGAR CLNY,46,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201403,MPPS RAMLACHAKKAPET,75,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201501,MPUPS RANGARAOPET,28,10000,7200,1700,1100
JAGITIAL,METPALLY,36061201502,GOVT(DNT) PS RANGARAOPET,26,10000,7200,1700,1100
JAGITIAL,METPALLY,36061201601,MPPS ATHMAKUR,33,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201606,ZPHS ATHMAKUR,132,50000,36000,8500,5500
JAGITIAL,METPALLY,36061201702,MPUPS KONDIKARLA,30,10000,7200,1700,1100
JAGITIAL,METPALLY,36061201703,MPPS KONARAOPET,54,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201704,ZPHS KONARAOPET,56,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201808,MPPS BUDIGA JANGAM COLONY,54,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201810,MPPS GAJULAPETA,100,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201811,MPPS SINGAPUR,12,10000,7200,1700,1100
JAGITIAL,METPALLY,36061201812,MPPS NEW (SRSP CAMP),87,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201813,MPPS SHIVAJI NAGAR,114,50000,36000,8500,5500
JAGITIAL,METPALLY,36061201815,MPPS IP COLONY,32,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201816,MPPS (UM) METPALLY,63,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201838,MPPS SULTHANPURA,20,10000,7200,1700,1100
JAGITIAL,METPALLY,36061201839,MPPS REGUNTA,17,10000,7200,1700,1100
JAGITIAL,METPALLY,36061201840,MPPS EDGA,36,25000,18000,4250,2750
JAGITIAL,METPALLY,36061201841,MPPS INDIRA NAGAR (HW),174,50000,36000,8500,5500
JAGITIAL,METPALLY,36061201851,ZPHS (G) METPALLY,259,75000,54000,12750,8250
JAGITIAL,METPALLY,36061201852,ZPHS (B) METPALLY,316,75000,54000,12750,8250
JAGITIAL,METPALLY,36061201853,ZPHS NEW METPALLY,124,50000,36000,8500,5500
JAGITIAL,METPALLY,36061201854,ZPHS (UM) METPALLY,110,50000,36000,8500,5500
JAGITIAL,METPALLY,36061201855,GOVT. HS METPALLY,170,50000,36000,8500,5500
JAGITIAL,METPALLY,36061290205,"GOVT. JC, METPALLI",523,75000,54000,12750,8250
JAGITIAL,METPALLY,36064100900,MPPS METPALLY (12TH WARD),25,10000,7200,1700,1100
JAGITIAL,PEGADAPALLY,36061600103,MPUPS LINGAPUR,34,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061600201,MPPS DEVIKONDA,21,10000,7200,1700,1100
JAGITIAL,PEGADAPALLY,36061600404,MPUPS YELLAPOOR,17,10000,7200,1700,1100
JAGITIAL,PEGADAPALLY,36061600502,MPPS NANCHERLA,108,50000,36000,8500,5500
JAGITIAL,PEGADAPALLY,36061600503,MPPS RAMANAGAR,27,10000,7200,1700,1100
JAGITIAL,PEGADAPALLY,36061600505,ZPHS NANCHERLA,117,50000,36000,8500,5500
JAGITIAL,PEGADAPALLY,36061600601,MPUPS VENGALAIPET,97,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061600701,MPPS BATHKEPALLE,52,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061600705,ZPHS BATHKEPALLE,60,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061600802,MPPS MADDULAPALLY,12,10000,7200,1700,1100
JAGITIAL,PEGADAPALLY,36061600803,MPPS SUDDAPALLY,85,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061600804,MPUPS MADDULAPALLY,81,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061600805,MPUPS ARAVELLI,53,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061600806,MPUPS DOMALAKUNTA,63,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061600808,ZPHS SUDDAPALLY,125,50000,36000,8500,5500
JAGITIAL,PEGADAPALLY,36061600901,MPPS AITHUPALLE,81,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061600902,ZPHS AITHUPALLE,54,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061601001,MPPS NANDAGIRI,21,10000,7200,1700,1100
JAGITIAL,PEGADAPALLY,36061601002,MPPS NANDAGIRI(TW),36,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061601101,MPPS PEGADAPALLE,59,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061601103,MPPS LAMBADI THANDA,14,10000,7200,1700,1100
JAGITIAL,PEGADAPALLY,36061601106,ZPHS PEGADAPALLE,100,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061601109,KGBV PEGADAPALLY,255,75000,54000,12750,8250
JAGITIAL,PEGADAPALLY,36061601301,MPPS GOLLAPALLY,17,10000,7200,1700,1100
JAGITIAL,PEGADAPALLY,36061601302,MPPS NAMAPOOR,44,25000,18000,4250,2750
JAGITIAL,PEGADAPALLY,36061601303,ZPHS NAMAPOOR,57,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060300101,TW ASHRAM JAGANNATHAPUR,13,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060300102,MPUPS BORNAPALLY,57,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060300201,MPPS DAVANPALLY,12,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060300302,MPUPS KATKAPOOR,74,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060300401,MPPS KARIGUDAM,18,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060300402,MPPS TATLAWAI,25,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060300403,ZPHS TATLAWAI,123,50000,36000,8500,5500
JAGITIAL,RAIKAL,36060300501,MPPS VASTHAPOOR,22,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060300601,MPPS CHINTALOOR,26,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060300701,MPPS (OC) KOTHAPET,62,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060300702,MPPS MOOTAPELLY,71,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060300704,MPPS KOTHAPET,92,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060300705,ZPHS KOTHAPET,144,50000,36000,8500,5500
JAGITIAL,RAIKAL,36060300706,ZPHS MOOTAPELLY,42,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060300803,MPUPS ODDELINGAPUR,64,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060300901,MPPS DHARMAJIPET,54,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301001,MPPS RAJNAGAR,39,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301002,MPPS ( LT) RAJNAGAR,18,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060301003,MPPS ALUR,113,50000,36000,8500,5500
JAGITIAL,RAIKAL,36060301004,ZPHS ALUR,88,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301101,MPPS VEERAPUR,50,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301201,MPPS BHUPATHIPUR,136,50000,36000,8500,5500
JAGITIAL,RAIKAL,36060301203,ZPHS BHUPATHIPUR,258,75000,54000,12750,8250
JAGITIAL,RAIKAL,36060301301,MPPS RAMAJIPET,66,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301302,MPPS (SC) RAMAJIPET,21,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060301303,ZPHS RAMAJIPET,89,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301401,MPPS RAIKAL,147,50000,36000,8500,5500
JAGITIAL,RAIKAL,36060301403,MPPS RAIKAL (UM),44,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301404,MPPS CHERLAKONDAPOOR,28,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060301405,MPPS RAIKAL IC,42,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301416,ZPHS RAIKAL,75,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301417,ZPHS (UM) RAIKAL,42,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301418,ZPHS (G) RAIKAL,359,75000,54000,12750,8250
JAGITIAL,RAIKAL,36060301430,KGBV RAIKAL,299,75000,54000,12750,8250
JAGITIAL,RAIKAL,36060301433,"GOVT. JRC, RAIKAL",263,75000,54000,12750,8250
JAGITIAL,RAIKAL,36060301501,MPPS ITIKIAL,36,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301502,MPPS RAMARAOPALLY,12,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060301503,MPPS ITIKIAL ODDERA COLOANY,12,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060301505,ZPHS ITIKIAL,58,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301601,MPPS (SW) MAITHAPUR,11,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060301602,MPPS MAITHAPUR,69,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301604,ZPHS MAITHAPUR,112,50000,36000,8500,5500
JAGITIAL,RAIKAL,36060301701,MPPS KUMMARIPALLY,79,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301801,MPUPS UPPUMADIGE,87,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301902,MPPS ALLIPOOR,25,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060301903,MPPS G KOTA ALLIPOOR,69,25000,18000,4250,2750
JAGITIAL,RAIKAL,36060301904,MPPS KURMAPALLI,27,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060301905,MPPS SINGARAOPET,27,10000,7200,1700,1100
JAGITIAL,RAIKAL,36060301906,MPUPS AYODYA,124,50000,36000,8500,5500
JAGITIAL,RAIKAL,36060301908,ZPHS ALLIPOOR,298,75000,54000,12750,8250
JAGITIAL,RAIKAL,36060302001,MPUPS KISTAMPET,45,25000,18000,4250,2750
JAGITIAL,SARANGAPUR,36060500101,MPPS (NG) POTHARAM,15,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060500102,MPUPS POTHARAM,36,25000,18000,4250,2750
JAGITIAL,SARANGAPUR,36060500201,MPPS SARANGAPUR,38,25000,18000,4250,2750
JAGITIAL,SARANGAPUR,36060500202,MPPS (ST) SARANGAPUR,15,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060500203,GOVT. HS SARANGAPUR,160,50000,36000,8500,5500
JAGITIAL,SARANGAPUR,36060500204,KGBV SARANGAPUR,291,75000,54000,12750,8250
JAGITIAL,SARANGAPUR,36060500205,"GOVT. JRC, SARANGAPUR",172,50000,36000,8500,5500
JAGITIAL,SARANGAPUR,36060500301,MPPS GANESHPALLY,30,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060500403,MPPS RECHAPALLY,49,25000,18000,4250,2750
JAGITIAL,SARANGAPUR,36060500406,MPPS RECHAPALLY BG MYADARAM,21,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060500407,ZPHS RECHAPALLY,180,50000,36000,8500,5500
JAGITIAL,SARANGAPUR,36060500501,MPPS (OC) RANGAPETA,15,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060500504,MPPS RANGAPET,66,25000,18000,4250,2750
JAGITIAL,SARANGAPUR,36060500505,ZPHS RANGAPET,81,25000,18000,4250,2750
JAGITIAL,SARANGAPUR,36060500601,MPUPS NAGUNUR,56,25000,18000,4250,2750
JAGITIAL,SARANGAPUR,36060500801,MPPS KONAPOOR POCHAMPET,16,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060500901,MPPS PEMBETLA,20,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060500902,MPPS (SJ) PEMBETLA,20,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060501001,MPPS LAXMIDEVI PALLY,15,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060501002,MPUPS LAXMIDEVI PALLY,110,50000,36000,8500,5500
JAGITIAL,SARANGAPUR,36060501101,MPPS (BW)ARPAPALLY,23,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060501102,MPPS (GW) ARPAPALLY,30,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060501103,MPPS (CW) ARPAPALLY,30,10000,7200,1700,1100
JAGITIAL,SARANGAPUR,36060501104,MPPS ARPAPALLY,40,25000,18000,4250,2750
JAGITIAL,SARANGAPUR,36060501105,ZPHS ARPAPALLY,149,50000,36000,8500,5500
JAGITIAL,VELGATOOR,36061800101,MPPS PASIGAM,46,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061800102,MPUPS VENKATAPOOR,20,10000,7200,1700,1100
JAGITIAL,VELGATOOR,36061800104,MPPS STAMBAMPALLY,65,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061800106,ZPHS STAMBAMPALLY,33,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061800201,MPPS AMBEDKARNAGAR,23,10000,7200,1700,1100
JAGITIAL,VELGATOOR,36061800202,MPUPS JAGADEVPETA,105,50000,36000,8500,5500
JAGITIAL,VELGATOOR,36061800301,MPPS KUMMARAPALLY,15,10000,7200,1700,1100
JAGITIAL,VELGATOOR,36061800302,MPPS VELGATOOR,61,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061800303,MPPS RAJAKKAPALLY,12,10000,7200,1700,1100
JAGITIAL,VELGATOOR,36061800308,ZPHS VELGATOOR,235,50000,36000,8500,5500
JAGITIAL,VELGATOOR,36061800318,KGBV VELGATOOR,369,75000,54000,12750,8250
JAGITIAL,VELGATOOR,36061800402,MPUPS KAPPARAOPET,34,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061800501,MPPS MUKKATRAOPET,20,10000,7200,1700,1100
JAGITIAL,VELGATOOR,36061800601,MPPS MUTHUNOOR,68,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061800602,ZPHS MUTHUNUR,69,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061800701,MPPS RAMNOOR,31,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061800801,MPUPS KISHANRAOPET,82,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061800901,MPPS SHAKHAPOOR,14,10000,7200,1700,1100
JAGITIAL,VELGATOOR,36061801301,MPPS SANKENAPALLY,13,10000,7200,1700,1100
JAGITIAL,VELGATOOR,36061801402,MPPS PAIDIPALLY,43,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061801403,ZPHS PAIDIPALLY,66,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061801503,MPPS CHEGYAM,57,25000,18000,4250,2750
JAGITIAL,VELGATOOR,36061801505,ZPHS CHEGYAM,115,50000,36000,8500,5500
JANGAON,BACHANNAPETA,36190700102,MPPS SALVAPUR,74,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190700103,ZPHS SALVAPUR,42,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190700201,MPPS MANSANPALLY,14,10000,7200,1700,1100
JANGAON,BACHANNAPETA,36190700304,MPPS PADAMATI KESHVAPUR,73,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190700305,ZPHS PADAMATI KESHVAPUR,207,50000,36000,8500,5500
JANGAON,BACHANNAPETA,36190700401,MPPS LINGAMPALLY,76,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190700601,MPUPS DUBBAKUNTAPALLY,31,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190700701,MPPS KONNEY,43,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190700703,ZPHS KONNEY,68,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190700801,MPUPS NAGIREDDYPALLY,164,50000,36000,8500,5500
JANGAON,BACHANNAPETA,36190700901,MPPS GANGAPURAM,17,10000,7200,1700,1100
JANGAON,BACHANNAPETA,36190701001,MPPS RAMACHANDRAPURAM,46,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190701101,MPPS ITIKALAPALLY,36,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190701102,ZPHS ITIKALAPALLY,58,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190701202,MPUPS ALIMPUR,47,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190701301,MPPS VSR NAGAR,20,10000,7200,1700,1100
JANGAON,BACHANNAPETA,36190701302,MPPS KATKOOR,94,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190701303,ZPHS KATKOOR,108,50000,36000,8500,5500
JANGAON,BACHANNAPETA,36190701401,MPUPS BANDA NAGARAM,45,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190701501,MPPS BONAKOLLUR,21,10000,7200,1700,1100
JANGAON,BACHANNAPETA,36190701502,MPPS KESI REDDY PALLY,26,10000,7200,1700,1100
JANGAON,BACHANNAPETA,36190701504,ZPHS KESHI RADDY PALLY,61,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190701701,MPPS KODAVATOOR,77,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190701702,ZPHS KODAVATOOR,64,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190701901,MPPS ANJAIAH NAGAR,17,10000,7200,1700,1100
JANGAON,BACHANNAPETA,36190701902,MPPS INDIRANAGAR,72,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190701905,MPPS BACHANNAPETAA,59,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190701908,ZPHS BACHANNAPETA,112,50000,36000,8500,5500
JANGAON,BACHANNAPETA,36190701914,KGBV BACHANNAPET,308,75000,54000,12750,8250
JANGAON,BACHANNAPETA,36190702001,MPUPS THAMMADA PALLY,39,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190702102,MPPS NARAYANPUR,42,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190702103,ZPHS NARAYANPUR,39,25000,18000,4250,2750
JANGAON,BACHANNAPETA,36190702201,MPPS POCHANNAPET,182,50000,36000,8500,5500
JANGAON,BACHANNAPETA,36190702203,MPPS NAKKAVANIGUDEM,12,10000,7200,1700,1100
JANGAON,BACHANNAPETA,36190702204,MPPS POCHANNAPETA,11,10000,7200,1700,1100
JANGAON,BACHANNAPETA,36190702206,ZPHS POCHANNAPET,108,50000,36000,8500,5500
JANGAON,BACHANNAPETA,36190702301,MPPS GOPAL NAGAR,16,10000,7200,1700,1100
