District Name,Mandal Name,School code,School Name,Enrol,"Now
proposed to
release 100%
amount","General
component
(2202-01-001-15-05-500-503)","SC
component
(2202-01-789-15-05-500-503)","ST
component
(2202-01-796-15-05-500-503)"
MEDAK,NARSAPUR,36171600701,MPPS JAYARAM THANDA,15,10000,7200,1700,1100
MEDAK,NARSAPUR,36171600702,MPPS YELLAREDDYGUDA LT,32,25000,18000,4250,2750
MEDAK,NARSAPUR,36171600703,MPUPS MOOSAPET,64,25000,18000,4250,2750
MEDAK,NARSAPUR,36171600802,MPPS NARSINGH THANDA,24,10000,7200,1700,1100
MEDAK,NARSAPUR,36171600805,MPPS KOKYATHANDA,23,10000,7200,1700,1100
MEDAK,NARSAPUR,36171600806,TW ASHRAM REDDIALLY,92,25000,18000,4250,2750
MEDAK,NARSAPUR,36171600901,MPUPS MANTHOOR,46,25000,18000,4250,2750
MEDAK,NARSAPUR,36171601001,MPPS REDDIPALLY,118,50000,36000,8500,5500
MEDAK,NARSAPUR,36171601004,ZPHS REDDIPALLY,93,25000,18000,4250,2750
MEDAK,NARSAPUR,36171601101,MPPS KHAZIPET,51,25000,18000,4250,2750
MEDAK,NARSAPUR,36171601102,ZPHS KHAZIPET,36,25000,18000,4250,2750
MEDAK,NARSAPUR,36171601201,MPPS TUJALPUR THANDA,12,10000,7200,1700,1100
MEDAK,NARSAPUR,36171601203,MPUPS TUJALPUR,68,25000,18000,4250,2750
MEDAK,NARSAPUR,36171601301,MPPS THIRMALAPUR,14,10000,7200,1700,1100
MEDAK,NARSAPUR,36171601401,MPPS GOLLAPALLY,26,10000,7200,1700,1100
MEDAK,NARSAPUR,36171601502,MPPS VITTAL THANDA,12,10000,7200,1700,1100
MEDAK,NARSAPUR,36171601503,MPPS BRAHMANPALLY,70,25000,18000,4250,2750
MEDAK,NARSAPUR,36171601504,ZPHS BRAHMANPALLY,269,75000,54000,12750,8250
MEDAK,NARSAPUR,36171601601,MPPS JAGYA THANDA,14,10000,7200,1700,1100
MEDAK,NARSAPUR,36171601603,MPUPS LINGAPUR,40,25000,18000,4250,2750
MEDAK,NARSAPUR,36171601701,MPUPS ACHAMPET,81,25000,18000,4250,2750
MEDAK,NARSAPUR,36171601801,MPPS HANMANTHAPUR,35,25000,18000,4250,2750
MEDAK,NARSAPUR,36171602003,MPPS NARAYANPUR,83,25000,18000,4250,2750
MEDAK,NARSAPUR,36171602101,MPPS CHINNA CHINTAKUNTA,67,25000,18000,4250,2750
MEDAK,NARSAPUR,36171602102,ZPHS CHINNA CHINTAKUNTA,72,25000,18000,4250,2750
MEDAK,NARSAPUR,36171602201,MPPS PEDDA CHINTAKUNTA,59,25000,18000,4250,2750
MEDAK,NARSAPUR,36171602202,ZPHS PEDDA CHINTAKUNTA,85,25000,18000,4250,2750
MEDAK,NARSAPUR,36171602301,MPPS SITARAMPUR,30,10000,7200,1700,1100
MEDAK,NARSAPUR,36171602401,MPPS RUSTHUMPET,118,50000,36000,8500,5500
MEDAK,NARSAPUR,36171602402,ZPHS RUSTHEMPET,111,50000,36000,8500,5500
MEDAK,NARSAPUR,36171602501,MPPS RAMACHANDRAPUR,49,25000,18000,4250,2750
MEDAK,NARSAPUR,36171602601,MPPS TULJARAMPET,18,10000,7200,1700,1100
MEDAK,NARSAPUR,36171602701,MPPS AVANCHA,52,25000,18000,4250,2750
MEDAK,NARSAPUR,36171602703,ZPHS AVANCHA,96,25000,18000,4250,2750
MEDAK,NARSAPUR,36171602801,MPUPS YELLAPUR,38,25000,18000,4250,2750
MEDAK,NARSAPUR,36171602901,MPPS MADAPUR,16,10000,7200,1700,1100
MEDAK,NARSAPUR,36171602903,MPPS SURYA THANDA,11,10000,7200,1700,1100
MEDAK,NARSAPUR,36171603001,MPPS NO 1 NARSAPUR,164,50000,36000,8500,5500
MEDAK,NARSAPUR,36171603002,MPPS (URDU) ROSHNI,24,10000,7200,1700,1100
MEDAK,NARSAPUR,36171603003,MPPS CHAITANYAPURI CLNY,21,10000,7200,1700,1100
MEDAK,NARSAPUR,36171603004,MPPS NO 2 NARSAPUR,283,75000,54000,12750,8250
MEDAK,NARSAPUR,36171603005,MPPS SHIVALAYAM VEEDHI,35,25000,18000,4250,2750
MEDAK,NARSAPUR,36171603007,MPPS JAGANNATHARAO CLNY,26,10000,7200,1700,1100
MEDAK,NARSAPUR,36171603018,ZPHS NARSAPUR(GIRLS),251,75000,54000,12750,8250
MEDAK,NARSAPUR,36171603019,GOVT. HS NARSAPUR,313,75000,54000,12750,8250
MEDAK,NARSAPUR,36171603061,"GOVT. JR. COLLEGE , NARSAPUR",577,75000,54000,12750,8250
MEDAK,NARSAPUR,36171603201,MPPS GUDEMGADDA,18,10000,7200,1700,1100
MEDAK,NARSAPUR,36171603203,MPPS KAGAZMADDUR,95,25000,18000,4250,2750
MEDAK,NARSAPUR,36171603204,ZPHS KAGAZMADDUR,182,50000,36000,8500,5500
MEDAK,NARSAPUR,36171603402,MPPS NATHNAIPALLY,72,25000,18000,4250,2750
MEDAK,NARSAPUR,36174102386,MPPS THUKARAM LT,13,10000,7200,1700,1100
MEDAK,NARSINGI,36171000104,MPPS NARSINGI,129,50000,36000,8500,5500
MEDAK,NARSINGI,36171000106,ZPHS NARSINGI,387,75000,54000,12750,8250
MEDAK,NARSINGI,36171000111,"GOVT. JUIOR COLLEGE, NARSINGI",203,50000,36000,8500,5500
MEDAK,NARSINGI,36171000201,MPPS NARSAMPALLY PEDDA THANDA,45,25000,18000,4250,2750
MEDAK,NARSINGI,36171000301,MPPS BHEEMRAOPALLY,31,25000,18000,4250,2750
MEDAK,NARSINGI,36171000401,MPPS VALLOOR,47,25000,18000,4250,2750
MEDAK,NARSINGI,36171000501,MPPS SANKHAPUR L.T.,21,10000,7200,1700,1100
MEDAK,NARSINGI,36171000502,MPUPS SANKHAPUR,108,50000,36000,8500,5500
MEDAK,NARSINGI,36171000602,MPPS KASHYATHANDA,27,10000,7200,1700,1100
MEDAK,NARSINGI,36171000603,MPUPS ZAPTHISHIVNUR,68,25000,18000,4250,2750
MEDAK,NARSINGI,36171000701,MPPS SERIPALLY,91,25000,18000,4250,2750
MEDAK,NARSINGI,36171000702,ZPHS SERIPALLY,56,25000,18000,4250,2750
MEDAK,NARSINGI,36174101446,KGBV NARSINGI,84,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800101,MPPS NANDIGAMA,28,10000,7200,1700,1100
MEDAK,NIZAMPET,36170800102,ZPHS NANDIGAMA,48,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800201,MPPS CHALMEDA,92,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800202,MPPS CHELMEDA H W,22,10000,7200,1700,1100
MEDAK,NIZAMPET,36170800203,ZPHS CHALMEDA,81,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800301,MPPS NAGARAM,66,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800302,MPPS NASKAL,103,50000,36000,8500,5500
MEDAK,NIZAMPET,36170800303,MPPS NASAKL HW,42,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800304,MPPS RAMPUR,82,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800305,MPUPS NANDAGOKUL,75,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800306,ZPHS NASKAL,195,50000,36000,8500,5500
MEDAK,NIZAMPET,36170800307,ZPHS RAMPUR,76,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800401,MPPS NIZAMPET,238,50000,36000,8500,5500
MEDAK,NIZAMPET,36170800402,MPPS NIZAMPET HW,17,10000,7200,1700,1100
MEDAK,NIZAMPET,36170800502,MPPS KALWAKUNTA,100,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800503,MPPS KALWAKUNTA H W,35,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800504,MPPS KASIMPUR L T,33,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800505,MPPS RAZAKPALLY,29,10000,7200,1700,1100
MEDAK,NIZAMPET,36170800506,ZPHS KALWAKUNTA,111,50000,36000,8500,5500
MEDAK,NIZAMPET,36170800601,MPUPS BACHURAJPALLE,43,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800701,MPPS SHOWKATHPALLY,24,10000,7200,1700,1100
MEDAK,NIZAMPET,36170800702,MPPS NARLAPUR,109,50000,36000,8500,5500
MEDAK,NIZAMPET,36170800703,MPPS NARLAPUR(HW),25,10000,7200,1700,1100
MEDAK,NIZAMPET,36170800705,MPUPS TIPPANGULLA,60,25000,18000,4250,2750
MEDAK,NIZAMPET,36170800706,ZPHS NARLAPUR,116,50000,36000,8500,5500
MEDAK,NIZAMPET,36170800801,MPPS VENKATAPUR LT,13,10000,7200,1700,1100
MEDAK,NIZAMPET,36170800802,MPUPS VENKATAPUR K,83,25000,18000,4250,2750
MEDAK,NIZAMPET,36174101447,KGBV NIZAMPET,107,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170500101,MPPS KOMPALLY,53,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170500201,MPPS CHEEKODE,82,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170500301,MPPS KOTHA LINGAIPALLY,35,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170500302,MPPS AMRIYA THANDA,28,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170500303,MPPS SOMLA TANDA,17,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170500304,MPPS PATHA LINGAIPALLY,62,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170500401,MPPS KANDIPALLY,41,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170500402,MPPS MODULLAKUNTA THANDA,13,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170500403,ZPHS MALLAMPET,141,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170500501,MPPS NARSINGARAO PALLY THANDA,64,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170500502,MPUPS RAMATHIRTHAM,86,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170500601,MPPS MUDDAPUR,21,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170500701,MPPS MINPUR,27,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170500702,KGBV PAPANNAPET,175,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170500801,MPPS KURTHIWADA,90,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170500802,ZPHS KURTHIWADA,166,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170500901,MPPS AREPALLY,15,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170500902,MPPS YOUSUFPET,68,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170500903,MPPS YOUSUFPET COLONY,48,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170500904,ZPHS YOUSUFPET,217,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170501001,MPPS LAXMINAGAR (B),20,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170501002,MPPS KOTHAPALLY,92,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170501004,ZPHS KOTHAPALLY,203,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170501101,MPPS JAYAPURAM,31,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170501103,MPPS GANDHARPALLY,36,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170501104,ZPHS GANDHARPALLY,47,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170501201,MPPS PODCHENPALLY,149,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170501202,MPPS PODCHENPALLY THANDA,18,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170501203,MPPS SHANAIPALLY,19,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170501205,ZPHS PODCHENPALLY,139,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170501302,MPUPS YELLAPUR,108,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170501401,MPPS NAGSANPALLY,127,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170501402,ZPHS NAGSANPALLY,133,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170501501,MPUPS ABLAPUR,90,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170501601,MPPS ANNARAM THANDA,16,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170501602,MPUPS ANNARAM,114,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170501701,MPPS DOULAPUR,21,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170501801,MPPS PAPANNAPET (TM),46,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170501802,MPPS MADIREKOTHAPALLY,16,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170501803,MPPS PEDDAHARIZANA WADA,42,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170501804,MPPS CHINNHARIJANA WADA,31,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170501805,MPPS PAPANNAPET (UM),12,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170501813,"GOVT. JUNIOR COLLEGE , PAPANNAPET",444,75000,54000,12750,8250
MEDAK,PAPANNAPET,36170502001,MPPS DHAKHYA THANDA,32,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170502002,MPPS ARKELA THANDA,13,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170502003,MPPS RAJYA THANDA,15,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170502004,MPPS DOMULATHANDA,26,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170502005,MPUPS ARKELA,52,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170502101,MPUPS NARSINGI,81,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170502201,MPPS SEETHANAGAR,63,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170502202,MPUPS BACHARAM,74,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170502301,MPPS NAMAPUR,41,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170502401,MPPS YENKEPALLY COLONY,12,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170502402,MPUPS YENKEPALLY,14,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170502501,MPPS CHITRIYAL,22,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170502502,MPPS GAJULAGUDEM,62,25000,18000,4250,2750
MEDAK,PAPANNAPET,36170502601,MPPS SERIPALLY,25,10000,7200,1700,1100
MEDAK,PAPANNAPET,36170502602,MPPS KODAPAK,158,50000,36000,8500,5500
MEDAK,PAPANNAPET,36170502603,ZPHS KODPAK,220,50000,36000,8500,5500
MEDAK,PAPANNAPET,36174101664,MPPS MALLAMPET,75,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170700101,MPPS PARVATHAPUR,19,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170700102,MPPS KISHAN THANDA,35,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170700103,MPPS BAPANAIAH THANDA,18,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170700104,MPPS LAKYA THANDA,20,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170700201,MPPS DANTHEPALLY THNADA,34,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170700202,MPUPS DANTHEPALLY,28,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170700203,"GOVT. JR. COLLEGE , RAMAYAMPET",546,75000,54000,12750,8250
MEDAK,RAMAYAMPET,36170700301,MPPS KATRIAL,75,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170700302,MPPS KATRIAL HW,23,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170700304,MPPS BALIYA THANDA,23,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170700305,ZPHS KATRIYAL,146,50000,36000,8500,5500
MEDAK,RAMAYAMPET,36170700401,MPPS LAXMAPUR,39,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170700402,MPPS LAKSHMAPUR HW,20,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170700403,ZPHS LAKSHMAPUR,58,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170700501,MPUPS THONIGANDLA,20,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170700703,MPPS JHANSI LINGAPUR,42,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170700704,MPPS JHANSI LINGAPUR B.C,48,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170700705,ZPHS JHANSI LINGAPUR,107,50000,36000,8500,5500
MEDAK,RAMAYAMPET,36170700801,MPPS AKKANNAPET,88,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170700802,MPPS AKKANNAPET B.C,36,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170700803,MPPS AKKANNAPET S.C,25,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170700902,MPUPS DAMARACHERUVU,42,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701001,MPPS RAMAYAMPET,40,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701002,MPPS GIRLS RAMAYAMPET,132,50000,36000,8500,5500
MEDAK,RAMAYAMPET,36170701003,MPPS GULAPARTHY,33,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701004,MPPS RAMAYAMPET H W,74,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701006,MPPS CHAKALIWADA,38,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701007,MPPS RAMAYAMPET B C,76,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701013,ZPHS RAMAYAMPET(GIRLS),219,50000,36000,8500,5500
MEDAK,RAMAYAMPET,36170701014,ZPHS RAMAYAMPET,207,50000,36000,8500,5500
MEDAK,RAMAYAMPET,36170701015,GOVT. HS RAMAYAMPET,173,50000,36000,8500,5500
MEDAK,RAMAYAMPET,36170701030,KGBV RAMYAMPET,271,75000,54000,12750,8250
MEDAK,RAMAYAMPET,36170701102,MPUPS KOMATPALLY,46,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701103,MPPS KOMATPALLY L T,13,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170701202,MPPS KONAPUR,35,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701203,MPPS KONAPUR C T,16,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170701204,MPPS KONAPUR H W,32,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701205,ZPHS KONAPUR,87,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701301,MPPS RAYALAPUR,105,50000,36000,8500,5500
MEDAK,RAMAYAMPET,36170701302,MPUPS VENKATAPUR (R),46,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701303,ZPHS RAYALAPUR,130,50000,36000,8500,5500
MEDAK,RAMAYAMPET,36170701401,MPUPS SUTHARPALLY,81,25000,18000,4250,2750
MEDAK,RAMAYAMPET,36170701501,MPPS SHIVAIPALLY,27,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170701601,MPPS PRAGATHI DHARMARAM HW,14,10000,7200,1700,1100
MEDAK,RAMAYAMPET,36170701602,MPPS PRAGATHI DHARMARAM,138,50000,36000,8500,5500
MEDAK,RAMAYAMPET,36170701604,ZPHS PRAGATHI DHARMARAM,266,75000,54000,12750,8250
MEDAK,REGODE,36170200101,MPPS POCHARAM,14,10000,7200,1700,1100
MEDAK,REGODE,36170200201,MPPS MARPALLY,45,25000,18000,4250,2750
MEDAK,REGODE,36170200301,MPPS REGODE,136,50000,36000,8500,5500
MEDAK,REGODE,36170200302,ZPHS REGODE,61,25000,18000,4250,2750
MEDAK,REGODE,36170200303,KGBV REGODE,305,75000,54000,12750,8250
MEDAK,REGODE,36170200403,MPPS CHOWDERPALLY,36,25000,18000,4250,2750
MEDAK,REGODE,36170200501,MPPS KOTHWALPALLY,89,25000,18000,4250,2750
MEDAK,REGODE,36170200601,MPPS TIMMAPUR,12,10000,7200,1700,1100
MEDAK,REGODE,36170200701,MPPS VENKATAPUR(MAKTHA),55,25000,18000,4250,2750
MEDAK,REGODE,36170200802,MPPS JAGIRYAL,16,10000,7200,1700,1100
MEDAK,REGODE,36170200803,ZPHS JAGIRYAL,39,25000,18000,4250,2750
MEDAK,REGODE,36170200903,MPUPS RITIKYAL,55,25000,18000,4250,2750
MEDAK,REGODE,36170201001,MPPS PATTEPALAM THANDA,22,10000,7200,1700,1100
MEDAK,REGODE,36170201002,MPPS SANGAMESHWARTANDA,31,25000,18000,4250,2750
MEDAK,REGODE,36170201003,GOVT(DNT) PS PEDDATHANDA,29,10000,7200,1700,1100
MEDAK,REGODE,36170201004,MPUPS DOSAPALLE,24,10000,7200,1700,1100
MEDAK,REGODE,36170201101,MPPS KONDAPUR,23,10000,7200,1700,1100
MEDAK,REGODE,36170201201,MPPS BURHANWADI,15,10000,7200,1700,1100
MEDAK,REGODE,36170201301,MPPS PYARARAM,21,10000,7200,1700,1100
MEDAK,REGODE,36170201402,MPPS LINGAMPALLY,22,10000,7200,1700,1100
MEDAK,REGODE,36170201404,ZPHS T. LINGAMPALLY,51,25000,18000,4250,2750
MEDAK,REGODE,36170201501,MPPS SINDOLE,36,25000,18000,4250,2750
MEDAK,REGODE,36170201701,MPPS GAJAWADA,53,25000,18000,4250,2750
MEDAK,REGODE,36170201702,ZPHS GAJAWADA,40,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170100101,MPPS BUJRANPALLY HARIJANWADA,16,10000,7200,1700,1100
MEDAK,SHANKARAMPET (A),36170100103,MPUPS BUJRANPALLY,34,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170100104,MPUPS TENKATI,37,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170100401,MPPS CHEELAPALLY,38,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170100403,ZPHS CHEELAPALLY,23,10000,7200,1700,1100
MEDAK,SHANKARAMPET (A),36170100501,MPPS AREPALLY,16,10000,7200,1700,1100
MEDAK,SHANKARAMPET (A),36170100502,MPUPS UTHLOOR,73,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170100701,MPPS KOTHAPET,27,10000,7200,1700,1100
MEDAK,SHANKARAMPET (A),36170100902,MPUPS JUKAL,108,50000,36000,8500,5500
MEDAK,SHANKARAMPET (A),36170101001,,78,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170101002,,23,10000,7200,1700,1100
MEDAK,SHANKARAMPET (A),36170101101,,43,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170101201,,63,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170101401,,43,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170101402,,109,50000,36000,8500,5500
MEDAK,SHANKARAMPET (A),36170101503,,529,75000,54000,12750,8250
MEDAK,SHANKARAMPET (A),36170101602,,66,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170101701,,19,10000,7200,1700,1100
MEDAK,SHANKARAMPET (A),36170101702,,96,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170101801,,35,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170101901,,46,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170102002,,19,10000,7200,1700,1100
MEDAK,SHANKARAMPET (A),36170102003,,11,10000,7200,1700,1100
MEDAK,SHANKARAMPET (A),36170102102,,33,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170102201,,65,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170102301,,56,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170102402,,31,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170102403,,16,10000,7200,1700,1100
MEDAK,SHANKARAMPET (A),36170102404,,27,10000,7200,1700,1100
MEDAK,SHANKARAMPET (A),36170102512,,188,50000,36000,8500,5500
MEDAK,SHANKARAMPET (A),36170102514,,71,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170102515,,48,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170102516,,91,25000,18000,4250,2750
MEDAK,SHANKARAMPET (A),36170102517,,235,50000,36000,8500,5500
MEDAK,SHANKARAMPET (A),36170102529,,188,50000,36000,8500,5500
MEDAK,SHANKARAMPET (A),36170102530,,360,75000,54000,12750,8250
MEDAK,SHANKARAMPET (R),36171100102,,44,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171100104,,143,50000,36000,8500,5500
MEDAK,SHANKARAMPET (R),36171100301,,73,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171100302,,29,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171100303,,11,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171100304,,121,50000,36000,8500,5500
MEDAK,SHANKARAMPET (R),36171100401,,15,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171100403,,19,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171100501,,61,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171100502,,43,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171100504,,40,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171100506,,60,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171100507,,121,50000,36000,8500,5500
MEDAK,SHANKARAMPET (R),36171100508,,235,50000,36000,8500,5500
MEDAK,SHANKARAMPET (R),36171100601,,23,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171100602,,36,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171100701,,75,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171100801,,17,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171100803,,109,50000,36000,8500,5500
MEDAK,SHANKARAMPET (R),36171100901,,17,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171100903,,59,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101001,,32,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101002,,50,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101003,,31,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101005,,60,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101101,,31,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101202,,163,50000,36000,8500,5500
MEDAK,SHANKARAMPET (R),36171101203,,31,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101205,,13,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171101210,,16,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171101213,,174,50000,36000,8500,5500
MEDAK,SHANKARAMPET (R),36171101216,SANKARAMPET,469,75000,54000,12750,8250
MEDAK,SHANKARAMPET (R),36171101219,,15,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171101301,,116,50000,36000,8500,5500
MEDAK,SHANKARAMPET (R),36171101302,,65,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101303,,104,50000,36000,8500,5500
MEDAK,SHANKARAMPET (R),36171101401,,12,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171101501,,40,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101502,,23,10000,7200,1700,1100
MEDAK,SHANKARAMPET (R),36171101503,,89,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101601,,94,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101605,,147,50000,36000,8500,5500
MEDAK,SHANKARAMPET (R),36171101606,,50,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101701,,74,25000,18000,4250,2750
MEDAK,SHANKARAMPET (R),36171101702,,20,10000,7200,1700,1100
